Uniprot ID,TC Exp1 20min (log2),TC Exp2 20min (log2),TC Exp3 20min (log2),LY Exp1 Insulin/Starved (log2),LY Exp2 Insulin/Starved (log2),LY Exp3 Insulin/Starved (log2),MK Exp1 Insulin/Starved (log2),MK Exp2 Insulin/Starved (log2),MK Exp3 Insulin/Starved (log2)
Q9Z1X4-3;Q9Z1X4;Q9Z1X4-1;Q9Z1X4-2;Q3UD30;Q45VK6;Q45VK5,NaN,NaN,NaN,NaN,-0.20,NaN,NaN,NaN,NaN
Q9Z1X4-3;Q9Z1X4;Q9Z1X4-1;Q9Z1X4-2;Q3UD30;Q45VK6;Q45VK5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9Z1X4-3;Q9Z1X4;Q9Z1X4-1;Q9Z1X4-2;Q3UD30;Q45VK6;Q45VK5,NaN,1.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9Z1X4-3;Q9Z1X4;Q9Z1X4-1;Q9Z1X4-2;Q3UD30;Q45VK6;Q45VK5,NaN,1.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9Z1X4-3;Q9Z1X4;Q9Z1X4-1;Q9Z1X4-2;Q3UD30;Q45VK6;Q45VK5,0.02,0.01,NaN,NaN,0.11,NaN,NaN,NaN,NaN
Q9Z1X4-3;Q9Z1X4;Q9Z1X4-1;Q9Z1X4-2;Q3UD30;Q45VK6;Q45VK5,NaN,NaN,NaN,NaN,-0.07,NaN,NaN,NaN,NaN
Q9Z1X4-3;Q9Z1X4;Q9Z1X4-1;Q9Z1X4-2;Q3UD30;Q45VK6;Q45VK5,-0.37,-0.09,0.66,0.16,-0.05,NaN,0.28,-1.32,NaN
Q9Z1X4-3;Q9Z1X4;Q9Z1X4-1;Q9Z1X4-2;Q3UD30;Q45VK6;Q45VK5,-0.59,NaN,-0.50,NaN,0.22,0.31,NaN,-0.14,NaN
Q9Z1X4-3;Q9Z1X4;Q9Z1X4-1;Q9Z1X4-2;Q3UD30;Q45VK6;Q45VK5,-0.61,NaN,-0.54,NaN,0.36,0.43,NaN,NaN,NaN
Q9Z1X4-3;Q9Z1X4;Q9Z1X4-1;Q9Z1X4-2;Q3UD30;Q45VK6;Q45VK5,-0.46,0.48,0.11,-0.02,-0.08,NaN,-1.59,-1.32,NaN
Q9Z1X4-3;Q9Z1X4;Q9Z1X4-1;Q9Z1X4-2;Q3UD30;Q45VK6;Q45VK5,-0.57,0.08,-1.18,NaN,0.01,-0.02,NaN,0.18,NaN
O55222,-1.05,NaN,NaN,NaN,NaN,NaN,NaN,-0.88,NaN
O55222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O55222,-0.10,NaN,NaN,NaN,-0.39,NaN,NaN,NaN,NaN
O55222,0.12,NaN,0.43,NaN,0.12,NaN,NaN,-0.36,NaN
O55222,-1.06,NaN,-1.74,NaN,-1.67,-0.65,NaN,-1.36,0.96
Q8BU33-1;Q8BU33;Q8BU33-2;Q8BU33-3,-0.55,NaN,NaN,NaN,-0.80,NaN,0.07,-0.16,NaN
Q8BU33-1;Q8BU33;Q8BU33-2;Q8BU33-3,-0.03,0.09,1.11,-1.10,-0.36,0.08,NaN,-0.33,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q8CAQ8-4;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,0.21,0.76,-0.64,NaN,-0.31,NaN,NaN,0.14,0.42
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q8CAQ8-4;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,NaN,NaN,NaN,NaN,NaN,0.39,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q8CAQ8-4;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,0.69,0.71,NaN,0.14,0.56,0.64,0.26,-0.26,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q8CAQ8-4;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q8CAQ8-4;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,0.04,NaN,0.11,-0.46,-0.31,-0.39,-0.22,NaN,0.06
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,-0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q8CAQ8-4;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,0.11,0.13,0.08,-0.52,-0.22,-0.32,-0.61,-0.03,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q8CAQ8-4;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,0.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q8CAQ8-4;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2,0.23,NaN,NaN,NaN,NaN,NaN,NaN,-0.63,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2,0.70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,0.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,0.05,NaN,0.04,NaN,NaN,NaN,NaN,-0.49,NaN
Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q8CAQ8;Q3TZK4;Q6P8Y5,0.35,NaN,NaN,NaN,-0.13,NaN,NaN,NaN,NaN
Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q8CAQ8;Q3TZK4;Q6P8Y5,0.35,NaN,NaN,NaN,NaN,NaN,NaN,-0.63,NaN
Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q8CAQ8;Q3TZK4;Q6P8Y5,0.70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2,0.60,0.52,0.04,NaN,0.11,0.06,NaN,0.77,0.00
Q8CAQ8-3;Q8CAQ8;Q3TZK4;Q6P8Y5,0.08,0.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-3;Q8CAQ8;Q3TZK4;Q6P8Y5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-3;Q8CAQ8;Q3TZK4;Q6P8Y5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-3;Q8CAQ8;Q3TZK4;Q6P8Y5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-3;Q8CAQ8;Q3TZK4;Q6P8Y5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CAQ8-5;Q8CAQ8;A6H604;Q8CAQ8-1;Q2YDW0;Q3TEY5;Q8CAQ8-2;Q8CAQ8-4;Q3TQL4;Q3TVZ5;Q3U7N2;Q8CAQ8-3;Q3TZK4;Q6P8Y5,-0.26,NaN,NaN,NaN,0.00,-0.03,NaN,NaN,NaN
Q61733,-0.25,NaN,NaN,NaN,NaN,NaN,NaN,0.09,NaN
Q61733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q61733,0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TME6;Q3U5R8;Q924B0;Q9D066;O55023;Q80ZJ2,0.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TME6;Q3U5R8;Q924B0;Q9D066;O55023;Q80ZJ2,0.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O55091,0.21,0.39,-0.03,-0.16,0.07,0.06,-0.17,-0.02,NaN
P24547;O89058;Q3U9N8;Q3UAT9;Q3UPJ2,0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P24547;O89058;Q3U9N8;Q3UAT9;Q3UPJ2,0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P24547;O89058;Q3U9N8;Q3UAT9;Q3UPJ2,0.03,0.10,-0.22,-0.20,0.04,-0.10,-0.21,NaN,-0.19
Q7TSG7,-0.08,NaN,NaN,NaN,0.00,-0.19,NaN,NaN,NaN
Q0GNC1-1;Q0GNC1;Q0GNC1-3,-0.03,NaN,-0.04,-0.16,0.03,NaN,0.04,0.11,NaN
Q0GNC1-1;Q0GNC1;Q0GNC1-3,0.50,-0.17,2.96,-0.08,0.08,NaN,-0.27,-0.22,NaN
Q0GNC1-1;Q0GNC1;Q0GNC1-3,NaN,0.13,-0.04,-0.08,0.03,NaN,0.04,0.11,NaN
Q0GNC1-1;Q0GNC1;Q0GNC1-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8C0D7-1;Q8C0D7;Q8C0D7-2;Q8C0D7-3;Q8C0D7-5;Q8C0D7-4,-0.32,NaN,NaN,0.39,NaN,NaN,0.66,NaN,NaN
Q8C0D7-1;Q8C0D7;Q8C0D7-2;Q8C0D7-3;Q8C0D7-5;Q8C0D7-4,-0.32,NaN,NaN,0.23,NaN,NaN,0.79,NaN,NaN
Q8C0D7-1;Q8C0D7;Q8C0D7-2;Q8C0D7-3;Q8C0D7-5;Q8C0D7-4,-0.32,NaN,NaN,0.23,NaN,NaN,0.66,NaN,NaN
Q8C0D7-1;Q8C0D7;Q8C0D7-2;Q8C0D7-3;Q8C0D7-5;Q8C0D7-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8C0D7-1;Q8C0D7;Q8C0D7-2;Q8C0D7-3;Q8C0D7-5;Q8C0D7-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8C0D7-1;Q8C0D7;Q8C0D7-2;Q8C0D7-3;Q8C0D7-5;Q8C0D7-4,-0.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8C0D7-1;Q8C0D7;Q8C0D7-2;Q8C0D7-3;Q8C0D7-5;Q8C0D7-4;Q8BMY9,NaN,NaN,-0.51,0.25,NaN,NaN,0.19,0.20,NaN
Q9D8Y8-1;Q9D8Y8;Q9D8Y8-2;Q9D8Y8-3,-0.38,-0.29,-0.46,0.38,0.44,0.31,-0.57,0.19,NaN
Q9D8Y8-1;Q9D8Y8;Q9D8Y8-2;Q9D8Y8-3,0.33,NaN,0.20,NaN,NaN,NaN,NaN,NaN,NaN
Q9D8Y8-1;Q9D8Y8;Q9D8Y8-2;Q9D8Y8-3,0.47,NaN,-0.18,NaN,NaN,NaN,NaN,0.95,NaN
Q9JHU9,0.36,NaN,0.80,NaN,0.54,0.08,NaN,NaN,NaN
Q9JHU9,NaN,NaN,0.80,NaN,-0.05,0.08,NaN,NaN,NaN
Q8BHA0,-0.26,NaN,NaN,NaN,-0.04,0.07,NaN,NaN,NaN
Q8BHA0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BHA0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P49442,NaN,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN
O54996;Q8CF65;Q8K337;Q9DBW2;A2A778;Q91ZF8;A2A777,NaN,NaN,NaN,NaN,2.10,1.60,NaN,NaN,NaN
Q9JII1;A2AIW5;Q3TZ34;A2AIX0,-0.10,0.09,-0.28,0.10,NaN,NaN,0.11,-0.17,NaN
Q9JII1;A2AIW5;Q3TZ34;A2AIX0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9JII1;A2AIW5;Q3TZ34;A2AIX0,-0.41,NaN,NaN,NaN,-0.25,NaN,NaN,-1.26,NaN
Q9JII1;A2AIW5;Q3TZ34;A2AIX0,NaN,NaN,NaN,NaN,-0.25,NaN,NaN,NaN,NaN
Q9JII1;A2AIW5;Q3TZ34;A2AIX0,-0.23,0.50,-0.17,NaN,0.60,NaN,NaN,0.48,0.60
Q9JII1;A2AIW5;Q3TZ34;A2AIX0,-0.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9JII1;A2AIW5;Q3TZ34;A2AIX0,-0.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9JII1;A2AIW5;Q3TZ34;A2AIX0,4.65,NaN,NaN,NaN,-0.12,NaN,NaN,NaN,NaN
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,-0.50,-1.27,NaN,-0.73,-0.18,NaN,-0.64,-0.33,0.09
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,0.05,0.53,NaN,0.36,-0.01,-0.13,-0.11,NaN,NaN
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-4;Q8CA68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,-1.27,-1.27,NaN,NaN,-1.09,NaN,NaN,-1.19,-1.62
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,0.29,0.47,-0.12,-0.43,0.39,-1.02,-0.54,-0.58,0.31
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,0.48,-0.64,-0.12,NaN,-0.40,NaN,-0.45,-0.84,-1.64
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,1.91,NaN,2.39,1.35,1.81,1.74,2.31,3.06,0.86
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,NaN,NaN,NaN,1.35,NaN,NaN,NaN,NaN,NaN
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,0.43,0.31,0.08,-1.36,0.14,0.12,-1.19,0.22,-0.82
Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2;Q8CDA1-3,-1.11,-1.44,-1.13,-1.36,-2.15,-2.17,-1.19,-2.35,-0.82
Q8C5L6;Q05DI2;Q5ND43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8C5L6;Q05DI2;Q5ND43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8C5L6;Q05DI2;Q5ND43,2.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,3.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,1.95,NaN,NaN,3.45,NaN,NaN,3.17,NaN,NaN
Q6P549,NaN,NaN,NaN,NaN,1.27,NaN,NaN,NaN,NaN
Q6P549,2.00,1.55,3.19,NaN,NaN,NaN,NaN,NaN,1.00
Q6P549,NaN,NaN,2.83,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,2.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P549,0.41,0.06,0.28,NaN,-0.29,-0.40,0.05,-0.33,-0.22
P11881-2;P11881;P11881-4;P11881-6;P11881-8;P11881-1;P11881-3;P11881-5;P11881-7;Q3UVA1;Q6NV80;Q8BQN0;Q8C7X9;Q8C8N0,-2.66,NaN,NaN,NaN,1.54,NaN,NaN,NaN,NaN
P11881-2;P11881;P11881-4;P11881-6;P11881-8;P11881-1;P11881-3;P11881-5;P11881-7;Q3UVA1;Q6NV80;Q8BQN0;Q8C7X9;Q8C8N0,-0.07,NaN,-0.77,NaN,NaN,-0.27,NaN,NaN,NaN
P11881-2;P11881;P11881-4;P11881-6;P11881-8;P11881-1;P11881-3;P11881-5;P11881-7;Q3UVA1;Q6NV80;Q8BQN0;Q8C7X9;Q8C8N0,-0.45,-0.69,-0.77,-0.86,-0.80,-0.56,-0.32,-0.79,-0.63
P11881-2;P11881;P11881-4;P11881-6;P11881-8;P11881-1;P11881-3;P11881-5;P11881-7;Q3UVA1;Q6NV80;Q8BQN0;Q8C7X9;Q8C8N0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P11881-2;P11881;P11881-4;P11881-6;P11881-8;P11881-1;P11881-3;P11881-5;P11881-7;Q3UVA1;Q6NV80;Q8BQN0;Q8C7X9;Q8C8N0,NaN,-1.33,NaN,NaN,NaN,-1.27,NaN,NaN,NaN
P11881-2;P11881;P11881-4;P11881-6;P11881-8;P11881-1;P11881-3;P11881-5;P11881-7;Q3UVA1;Q6NV80;Q8BQN0;Q8C7X9;Q8C8N0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P11881-2;P11881;P11881-4;P11881-6;P11881-8;P11881-1;P11881-3;P11881-5;P11881-7;Q3UVA1;Q6NV80;Q8BQN0;Q8C7X9;Q8C8N0,-0.21,NaN,-0.09,NaN,NaN,NaN,NaN,NaN,NaN
P11881-2;P11881;P11881-4;P11881-6;P11881-8;P11881-1;P11881-3;P11881-5;P11881-7;Q3UVA1;Q6NV80;Q8BQN0;Q8C7X9;Q8C8N0,-1.35,-1.54,-1.44,NaN,-1.21,-1.37,-0.50,-1.35,-1.57
P15208;B8Q3N4;Q3TPM5;Q3V313,0.41,-0.47,1.14,NaN,-1.50,-0.35,NaN,-0.04,0.85
P15208;B8Q3N4;Q3TPM5;Q3V313;Q60751;Q3U1L4;Q3UVJ3,3.78,5.18,3.37,4.68,4.60,4.48,4.87,4.16,3.25
P15208;B8Q3N4;Q3TPM5;Q3V313;Q60751;Q3U1L4;Q3UVJ3,4.11,5.15,NaN,3.38,NaN,NaN,NaN,NaN,NaN
P15208;B8Q3N4;Q3TPM5;Q3V313;Q60751;Q3U1L4;Q3UVJ3,3.13,2.06,3.12,4.10,4.77,4.26,4.10,4.10,2.83
P15208;B8Q3N4;Q3TPM5;Q3V313;Q60751;Q3U1L4;Q3UVJ3,5.19,2.47,3.12,5.48,NaN,NaN,1.86,NaN,NaN
P15208;B8Q3N4;Q3TPM5;Q3V313,2.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P15208;B8Q3N4;Q3TPM5;Q3V313,NaN,NaN,NaN,NaN,NaN,3.07,NaN,NaN,NaN
P15208;B8Q3N4;Q3TPM5;Q3V313,1.08,NaN,0.99,NaN,1.36,0.64,NaN,NaN,-0.07
P15208;B8Q3N4;Q3TPM5;Q3V313,2.37,NaN,1.14,NaN,0.37,0.64,NaN,0.78,-0.07
Q6P4S8;Q0KK53;Q3U1N8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P4S8;Q0KK53;Q3U1N8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q6P4S8;Q0KK53;Q3U1N8,-0.94,NaN,-0.65,NaN,NaN,NaN,NaN,0.11,NaN
Q6P4S8;Q0KK53;Q3U1N8,1.15,1.66,0.12,NaN,0.77,NaN,NaN,1.35,NaN
Q6P4S8;Q0KK53;Q3U1N8,1.24,NaN,NaN,NaN,NaN,NaN,NaN,-1.40,NaN
Q6P4S8;Q0KK53;Q3U1N8,-2.42,-1.08,-2.13,-1.59,-1.05,-0.58,NaN,-1.72,NaN
Q6P4S8;Q0KK53;Q3U1N8,-2.32,-1.76,-2.27,-1.59,-1.06,-0.71,NaN,-1.59,NaN
Q6P4S8;Q0KK53;Q3U1N8,2.93,NaN,NaN,NaN,3.47,NaN,NaN,3.40,NaN
Q8K2A7;Q3TE59;Q8BXH8,-0.60,NaN,-0.07,0.40,NaN,0.12,0.41,NaN,NaN
Q8K2A7;Q3TE59;Q8BXH8,-0.60,NaN,-0.07,0.40,NaN,0.12,0.41,NaN,NaN
Q8K2A7;Q3TE59;Q8BXH8,0.63,1.44,0.98,2.01,NaN,NaN,1.63,NaN,NaN
Q8K2A7;Q3TE59;Q8BXH8,NaN,1.83,NaN,NaN,NaN,NaN,NaN,1.66,2.19
Q9D168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9D168,NaN,0.05,NaN,0.12,NaN,NaN,0.49,NaN,0.17
Q9D168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9D168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9D168,NaN,NaN,NaN,NaN,2.03,NaN,NaN,NaN,NaN
Q9D168,-0.34,NaN,-0.06,0.39,NaN,0.66,0.56,NaN,0.82
Q9D168,-0.51,0.05,NaN,0.12,0.15,NaN,0.49,NaN,0.17
Q7TPD0-1;Q7TPD0,-0.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TPD0-1;Q7TPD0,-0.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TPD0-1;Q7TPD0,-0.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TPD0-1;Q7TPD0,-0.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TPD0-1;Q7TPD0,-0.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TPD0-1;Q7TPD0,2.39,NaN,NaN,NaN,NaN,NaN,NaN,2.58,NaN
Q7TPD0-1;Q7TPD0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.78,NaN
Q7TPD0-1;Q7TPD0,2.39,NaN,NaN,NaN,NaN,NaN,-1.17,2.68,NaN
Q7TPD0-1;Q7TPD0,2.39,NaN,NaN,NaN,NaN,NaN,-1.17,2.68,NaN
Q7TPD0-1;Q7TPD0;A0A4X7,-0.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TPD0-1;Q7TPD0;A0A4X7,-1.13,NaN,NaN,NaN,NaN,NaN,NaN,0.17,NaN
Q7TPD0-1;Q7TPD0,NaN,2.53,NaN,0.11,1.10,0.06,-0.26,NaN,NaN
Q8CIM8-1;Q8CIM8;Q8CIM8-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2AM57,-0.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2AM57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2AM57;O89019-1;O89019;O89019-4;A0JNT0;Q3TYB3;Q3UMM8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8K1N1;Q9CVC9,-0.08,-0.07,-0.08,0.18,0.07,0.24,-1.09,NaN,NaN
Q8K1N1;Q9CVC9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
